小韻號,韻部原貌,最簡描述,反切覈校前,反切,字頭覈校前,字頭,釋義,釋義補充,圖片id
653,蕭,來蕭平,落蕭,,𩯊,,細長,,下平08左
653,蕭,來蕭平,落蕭,,嶚,,嶚𡻝山皃,,下平08左
653,蕭,來蕭平,落蕭,,翏,,高飛皃,,下平08左
653,蕭,來蕭平,落蕭,,繚,,繚綾經絲出字林,,下平08左
653,蕭,來蕭平,落蕭,,憭,,空皃,,下平08左
653,蕭,來蕭平,落蕭,,獠,,夜獵也又知卯盧皓二切,,下平08左
653,蕭,來蕭平,落蕭,,髎,,臗骨名,,下平08左
653,蕭,來蕭平,落蕭,,𡽐,,崖虛,,下平08左
653,蕭,來蕭平,落蕭,,蟧,,馬蟧大蟬,,下平08左
653,蕭,來蕭平,落蕭,,𦿌,,草器力戈切,,下平08左
653,蕭,來蕭平,落蕭,,敹,,揀擇,,下平08左
653,蕭,來蕭平,落蕭,,嘹,,嘹亮聞遠聲又力弔切,,下平08左
653,蕭,來蕭平,落蕭,,熮,,說文曰火皃,,下平08左
654,蕭,疑蕭平,五聊,,堯,,至高之皃謚法曰翊善傳聖曰堯五聊切五,,下平08左
654,蕭,疑蕭平,五聊,,嶢,,嶕嶢山危,,下平08左
654,蕭,疑蕭平,五聊,,僥,,僬僥國名人長一尺五寸一云三尺,,下平08左
654,蕭,疑蕭平,五聊,,垚,,土高皃,,下平08左
654,蕭,疑蕭平,五聊,,顤,,頭高長皃,,下平08左
655,蕭,曉蕭平,許幺,,膮,,豕羹也許幺切七,,下平08左
655,蕭,曉蕭平,許幺,,嘵,,懼聲詩曰予維音之嘵嘵,,下平08左
655,蕭,曉蕭平,許幺,,憢,,憢憢懼也,,下平08左
655,蕭,曉蕭平,許幺,,㚠,,長大皃,,下平08左
655,蕭,曉蕭平,許幺,,𦞵,,𦠎𦞵腫欲潰也,,下平08左
655,蕭,曉蕭平,許幺,,䎄,,䎄㲖毛皃,,下平08左
655,蕭,曉蕭平,許幺,,䫞,,大額又去遙切,,下平08左
656,蕭,影蕭平,於堯,,幺,,幺麼小也於堯切五,,下平08左
656,蕭,影蕭平,於堯,,怮,,怮怮憂也又一虯切,,下平08左
656,蕭,影蕭平,於堯,,葽,,草盛皃,,下平08左
656,蕭,影蕭平,於堯,,䱂,,魚名,,下平08左
656,蕭,影蕭平,於堯,,𥃩,㫐,望遠也,,下平08左
657,蕭,溪蕭平,苦幺,,鄡,,鄡陽縣名在鄱陽又姓出何氏姓苑苦幺切五,,下平08左
657,蕭,溪蕭平,苦幺,,郻,,縣名在鉅鹿郡,,下平08左
657,蕭,溪蕭平,苦幺,,𢿣,,玉篇云擊也,,下平08左
657,蕭,溪蕭平,苦幺,,墽,,地名說文磽也,,下平08左
657,蕭,溪蕭平,苦幺,,𡩇,,𡩇寥空也,,下平08左
658,宵,心宵平,相邀,,宵,,夜也相邀切二十,,下平08左
658,宵,心宵平,相邀,,消,,滅也盡也息也,,下平08左
658,宵,心宵平,相邀,,霄,,近天氣也,,下平08左
658,宵,心宵平,相邀,,捎,,搖捎動也又使交切,,下平08左
658,宵,心宵平,相邀,,逍,,逍遙,,下平08左
658,宵,心宵平,相邀,,痟,,痟渴病也司馬相如所患,,下平08左
658,宵,心宵平,相邀,,綃,,生絲繒也,,下平08左
658,宵,心宵平,相邀,,銷,,鑠也,,下平08左
658,宵,心宵平,相邀,,焇,,上同,鑠也,下平08左
658,宵,心宵平,相邀,,硝,,硭硝藥名,,下平08左
658,宵,心宵平,相邀,,蛸,,螵蛸蟲也爾雅注云一名䗚蟭亦姓南齊武帝改其子巴東主子響爲蛸氏又所交切,,下平08左
658,宵,心宵平,相邀,,莦,,草名又使交切,,下平08左
658,宵,心宵平,相邀,,哨,,口不正也又七笑切,,下平08左
658,宵,心宵平,相邀,,𦐺,,鳥毛羽也,,下平08左
658,宵,心宵平,相邀,,鮹,,魚名又所交切,,下平08左
658,宵,心宵平,相邀,,𤞚,,狂也出文字集略,,下平08左
658,宵,心宵平,相邀,,䴛,,煎鹽,,下平09右
658,宵,心宵平,相邀,,揱,,長臂又交色角二切,,下平09右
658,宵,心宵平,相邀,,奞,,張羽又先準切,,下平09右
658,宵,心宵平,相邀,,魈,,山魈出汀州獨足鬼,,下平09右
659,宵,徹宵平,敕宵,,超,,說文曰跳也又姓漢有太僕超喜敕宵切六,,下平09右
659,宵,徹宵平,敕宵,,怊,,悵恨,,下平09右
659,宵,徹宵平,敕宵,,欩,,健也,,下平09右
659,宵,徹宵平,敕宵,,𢁾,,細絲,,下平09右
659,宵,徹宵平,敕宵,,𠰉,,鳴也,,下平09右
659,宵,徹宵平,敕宵,,䫿,,涼風,,下平09右
660,宵,知宵平,陟遙,,朝,,早也又旦至食時爲終朝又朝鮮國名亦姓左傳有蔡大夫朝吳陟遙切又直遙切二,,下平09右
660,宵,知宵平,陟遙,,𦩻,,古文,早也又旦至食時爲終朝又朝鮮國名亦姓左傳有蔡大夫朝吳陟遙切又直遙切二,下平09右
661,宵,澄宵平,直遙,,鼂,,蒼頡篇云蟲名亦姓風俗通云衛大夫史𪓙之後漢有𪓙錯直遙切又陟遙切五,,下平09右
661,宵,澄宵平,直遙,,晁,,上同,蒼頡篇云蟲名亦姓風俗通云衛大夫史𪓙之後漢有𪓙錯直遙切又陟遙切五,下平09右
661,宵,澄宵平,直遙,,鼂,,古文,蒼頡篇云蟲名亦姓風俗通云衛大夫史𪓙之後漢有𪓙錯直遙切又陟遙切五,下平09右
661,宵,澄宵平,直遙,,朝,,朝廷也禮記曰諸侯於天子五年一朝又姓唐有拾遺朝衛,,下平09右
661,宵,澄宵平,直遙,,潮,,潮水,,下平09右
662,宵,曉B宵平,許嬌,,嚻,囂,喧也許嬌切又五刀切十,,下平09右
662,宵,曉B宵平,許嬌,,枵,,玄枵虛危之次,,下平09右
662,宵,曉B宵平,許嬌,,歊,,熱氣說文曰歊歊氣出皃,,下平09右
662,宵,曉B宵平,許嬌,,毊,,大磬也爾雅注云形如犁錧以玉石爲之又音喬,,下平09右
662,宵,曉B宵平,許嬌,,獢,,猲獢短喙犬也,,下平09右
662,宵,曉B宵平,許嬌,,𤣠,㺧,犬黃白色,,下平09右
662,宵,曉B宵平,許嬌,,藃,,草皃又火交切,,下平09右
662,宵,曉B宵平,許嬌,,呺,,呺然大皃,,下平09右
662,宵,曉B宵平,許嬌,,𩱴,,炊氣,,下平09右
662,宵,曉B宵平,許嬌,,虈,䖀,白芷別名,,下平09右
663,宵,從宵平,昨焦,,樵,,柴也說文木也昨焦切十五,,下平09右
663,宵,從宵平,昨焦,,𦿕,,上同,柴也說文木也昨焦切十五,下平09右
663,宵,從宵平,昨焦,,劁,,刈草,,下平09右
663,宵,從宵平,昨焦,,憔,,憔悴瘦也,,下平09右
663,宵,從宵平,昨焦,,顦,,上同,憔悴瘦也,下平09右
663,宵,從宵平,昨焦,,䏆,,耳中聲又音曹,,下平09右
663,宵,從宵平,昨焦,,譙,,國名又姓蜀有譙周,,下平09右
663,宵,從宵平,昨焦,,嶕,,嶕嶢,,下平09右
663,宵,從宵平,昨焦,,𡻝,,嶚𡻝山高皃又音巢,,下平09右
663,宵,從宵平,昨焦,,鐎,,又音焦,,下平09右
663,宵,從宵平,昨焦,,𨝱,,縣名,,下平09右
663,宵,從宵平,昨焦,,僬,,又音焦,,下平09右
663,宵,從宵平,昨焦,,䩌,,面枯皃又音焦,,下平09右
663,宵,從宵平,昨焦,,撨,,取也,,下平09右
663,宵,從宵平,昨焦,,菬,,草名,,下平09右
664,宵,見B宵平,舉喬,,驕,,馬高六尺舉喬切九,,下平09右
664,宵,見B宵平,舉喬,,嬌,,女字亦態,,下平09右
664,宵,見B宵平,舉喬,,憍,,憐也恣也本亦作驕,,下平09右
664,宵,見B宵平,舉喬,,穚,,禾秀,,下平09右
664,宵,見B宵平,舉喬,,鷮,,鷮似雉而小走鳴長尾,,下平09右
664,宵,見B宵平,舉喬,,蕎,,藥名一名大戟,,下平09右
664,宵,見B宵平,舉喬,,喬,,爾雅云句如羽喬郭璞曰樹枝曲卷似鳥毛羽,,下平09右
664,宵,見B宵平,舉喬,,簥,,大管名也,,下平09右
664,宵,見B宵平,舉喬,,撟,,舉手,,下平09右
665,宵,精宵平,即消,,焦,,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七,,下平09右
665,宵,精宵平,即消,,𤓪,,籀文,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七,下平09右
665,宵,精宵平,即消,,㲬,,兜鍪上毛飾,,下平09右
665,宵,精宵平,即消,,蕉,,芭蕉,,下平09左
665,宵,精宵平,即消,,膲,,人之三膲,,下平09左
665,宵,精宵平,即消,,鷦,,鷦鵬南方神鳥似鳳又鷦鷯小鳥,,下平09左
665,宵,精宵平,即消,,𩾗,,上同,鷦鵬南方神鳥似鳳又鷦鷯小鳥,下平09左
665,宵,精宵平,即消,,椒,,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其溫也又山巔亦姓楚有大夫椒舉,,下平09左
665,宵,精宵平,即消,,茮,,上同,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其溫也又山巔亦姓楚有大夫椒舉,下平09左
665,宵,精宵平,即消,,噍,,啁噍聲,,下平09左
665,宵,精宵平,即消,,鐎,,刁斗也溫器三足而有柄,,下平09左
665,宵,精宵平,即消,,蟭,,䗚蟭螗蜋卵也,,下平09左
665,宵,精宵平,即消,,䩌,,面䩌枯也,,下平09左
665,宵,精宵平,即消,,𪚱,,灼龜不兆也亦作𪚰,,下平09左
665,宵,精宵平,即消,,僬,,義見僥字,,下平09左
665,宵,精宵平,即消,,燋,,傷火說文曰所以然持火也,,下平09左
665,宵,精宵平,即消,,䌭,,生枲也,,下平09左
666,宵,日宵平,如招,,饒,,益也飽也餘也又姓風俗通云漢有饒斌爲漁陽太守如招切六,,下平09左
666,宵,日宵平,如招,,橈,,楫也又女教切,,下平09左
666,宵,日宵平,如招,,襓,,劒衣,,下平09左
666,宵,日宵平,如招,,㹛,,牛馴伏又而沼切,,下平09左
666,宵,日宵平,如招,,蟯,,人腹中蟲,,下平09左
666,宵,日宵平,如招,,蕘,,芻蕘,,下平09左
667,宵,書宵平,式招,,燒,,火也然也式招切又式照切二,,下平09左
667,宵,書宵平,式招,,𤬖,,瓜名,,下平09左
668,宵,以宵平,餘昭,,遙,,遠也行也餘昭切三十六,,下平09左
668,宵,以宵平,餘昭,,媱,,美好,,下平09左
668,宵,以宵平,餘昭,,傜,,使也役也又喜也或作㑾,,下平09左
668,宵,以宵平,餘昭,,繇,,於也由也喜也詩云我歌且繇,,下平09左
668,宵,以宵平,餘昭,,颻,,飄颻,,下平09左
668,宵,以宵平,餘昭,,𣣳,,氣出皃,,下平09左
668,宵,以宵平,餘昭,,窯,,燒瓦窯也,,下平09左
668,宵,以宵平,餘昭,,窰,,上同,燒瓦窯也,下平09左
668,宵,以宵平,餘昭,,䔄,,蒲葉也又草也,,下平09左
668,宵,以宵平,餘昭,,𦾺,,𦾺芅萇楚今羊桃也爾雅作銚,,下平09左
668,宵,以宵平,餘昭,,珧,,玉珧蜃甲,,下平09左
668,宵,以宵平,餘昭,,鰩,,文鰩魚鳥翼能飛白首赤喙常游西海夜飛向北海,,下平09左
668,宵,以宵平,餘昭,,銚,,燒器亦古田器又姓後漢衛尉潁川銚期又徒弔切,,下平09左
668,宵,以宵平,餘昭,,姚,,姚悅美好皃又舜姓今出吳興南安二望左傳有鄭大夫姚句耳,,下平09左
668,宵,以宵平,餘昭,,搖,,動也作也又姓東越王搖句踐之後,,下平09左
668,宵,以宵平,餘昭,,謠,,謠歌也爾雅云徒歌謂之謠,,下平09左
668,宵,以宵平,餘昭,,軺,,說文曰小車也又音韶,,下平09左
668,宵,以宵平,餘昭,,愮,,憂也悸也邪也惑也,,下平09左
668,宵,以宵平,餘昭,,恌,,上同,憂也悸也邪也惑也,下平09左
668,宵,以宵平,餘昭,,𨙂,,疾行又音由或作繇,,下平09左
668,宵,以宵平,餘昭,,陶,,皋陶舜臣又徒刀切,,下平09左
668,宵,以宵平,餘昭,,蘨,,草茂也又音由,,下平09左
668,宵,以宵平,餘昭,,𤬖,,瓜也,,下平09左
668,宵,以宵平,餘昭,,鷂,,大雉名爾雅云青質五彩皆備成章曰鷂又音曜,,下平09左
668,宵,以宵平,餘昭,,洮,,五湖名風土記云陽羨縣西有洮湖別名長塘湖義興記曰太湖射湖貴湖陽湖洮湖是爲五湖,,下平09左
668,宵,以宵平,餘昭,,烑,,光也,,下平10右
668,宵,以宵平,餘昭,,𢋇,㿁,痤也,,下平10右
668,宵,以宵平,餘昭,,𢑄,,弓利,,下平10右
668,宵,以宵平,餘昭,,㫍,,旗旒,,下平10右
668,宵,以宵平,餘昭,,榣,,木名,,下平10右
668,宵,以宵平,餘昭,,嗂,,樂也說文喜也,,下平10右
668,宵,以宵平,餘昭,,䠛,,跳䠛行步皃,,下平10右
668,宵,以宵平,餘昭,,瑤,,美玉,,下平10右
668,宵,以宵平,餘昭,,猺,,獸名又獏猺狗種也,,下平10右
668,宵,以宵平,餘昭,,餆,,餆餌食,,下平10右
668,宵,以宵平,餘昭,,褕,,褕狄后衣亦作揄,,下平10右
669,宵,常宵平,市昭,,韶,,舜樂也紹也市昭切十,,下平10右
669,宵,常宵平,市昭,,㲈,,上同,舜樂也紹也市昭切十,下平10右
669,宵,常宵平,市昭,,佋,,廟佋穆也或作昭父昭子穆孝經疏云昭明也穆敬也故昭南向穆北向孫從父坐又市沼切,,下平10右
669,宵,常宵平,市昭,,𦯐,,草名,,下平10右
669,宵,常宵平,市昭,,𠧙,,十問,,下平10右
669,宵,常宵平,市昭,,玿,,美玉,,下平10右
669,宵,常宵平,市昭,,𢃳,,擊也,,下平10右
669,宵,常宵平,市昭,,軺,,使車又音遙,,下平10右
669,宵,常宵平,市昭,,柖,,說文曰樹搖皃又射的也,,下平10右
669,宵,常宵平,市昭,,㸛,,㸛牀別名,,下平10右
670,宵,章宵平,止遙,,昭,,明也光也著也覿也又姓楚詞昭屈景三族戰國策楚有昭奚恤止遙切七,,下平10右
670,宵,章宵平,止遙,,鵃,,鶻鵃鳥也又竹交切,,下平10右
670,宵,章宵平,止遙,,鉊,,淮南人呼鎌,,下平10右
670,宵,章宵平,止遙,,招,,招呼也來也又姓漢有大鴻臚招猛,,下平10右
670,宵,章宵平,止遙,,釗,,遠也見也勉也亦弩牙又周康王名,,下平10右
670,宵,章宵平,止遙,,盄,,玉篇器也,,下平10右
670,宵,章宵平,止遙,,皽,,皮上𦞙膜,,下平10右
671,宵,幫A宵平,甫遙,,飊,飆,風也俗作飈甫遙切十五,,下平10右
671,宵,幫A宵平,甫遙,,標,,舉也又木杪也又必小切,,下平10右
671,宵,幫A宵平,甫遙,,猋,,群犬走皃,,下平10右
671,宵,幫A宵平,甫遙,,杓,,北斗柄星天文志云一至四爲魁五至七爲杓又音漂,,下平10右
671,宵,幫A宵平,甫遙,,瘭,,瘭疸病名,,下平10右
671,宵,幫A宵平,甫遙,,幖,,頭上幟也,,下平10右
671,宵,幫A宵平,甫遙,,熛,,飛火,,下平10右
671,宵,幫A宵平,甫遙,,㠒,,山峯,,下平10右
671,宵,幫A宵平,甫遙,,𧽤,,輕行,,下平10右
671,宵,幫A宵平,甫遙,,蔈,,爾雅曰黃華蔈郭璞云苕華色異名亦不同也,,下平10右
671,宵,幫A宵平,甫遙,,驫,,眾馬走皃,,下平10右
671,宵,幫A宵平,甫遙,,𦠎,,𦠎𦞵腫欲潰也,,下平10右
671,宵,幫A宵平,甫遙,,𣄠,,旌旗飛揚皃,,下平10右
671,宵,幫A宵平,甫遙,,贆,,貝居陸也,,下平10右
671,宵,幫A宵平,甫遙,,髟,,髮長皃又所銜切,,下平10右
672,宵,幫B宵平,甫嬌,,鑣,,馬銜甫嬌切七,,下平10右
672,宵,幫B宵平,甫嬌,,𧥍,,上同,馬銜甫嬌切七,下平10右
672,宵,幫B宵平,甫嬌,,臕,,脂臕肥皃,,下平10右
672,宵,幫B宵平,甫嬌,,儦,,行皃詩云行人儦儦,,下平10右
672,宵,幫B宵平,甫嬌,,瀌,,雪皃詩云雨雪瀌瀌,,下平10右
672,宵,幫B宵平,甫嬌,,𦔩,,除田薉也亦作穮,,下平10右
672,宵,幫B宵平,甫嬌,,藨,,萑葦秀爾雅云猋藨芀,,下平10右
673,宵,並A宵平,符霄,,瓢,,瓠也方言云蠡或謂之瓢論語曰一瓢飲符霄切六,,下平10右
673,宵,並A宵平,符霄,,飄,,老子曰飄風不終朝注云疾風也,,下平10右
673,宵,並A宵平,符霄,,剽,,爾雅云中鏞謂之剽又小輕也或作𠠧,,下平10左
673,宵,並A宵平,符霄,,薸,,方言云江東謂浮萍爲薸,,下平10左
673,宵,並A宵平,符霄,,𣞈,㯱,橐也又公混切,,下平10左
673,宵,並A宵平,符霄,,螵,,螵蛸蟲名又撫招切,,下平10左
674,宵,明A宵平,彌遙,,蜱,,蟲名彌遙切五,,下平10左
674,宵,明A宵平,彌遙,,䖢,,蠶初生也,,下平10左
674,宵,明A宵平,彌遙,,篻,,竹名,,下平10左
674,宵,明A宵平,彌遙,,㠺,,玉篇云細網也,,下平10左
674,宵,明A宵平,彌遙,,𪃦,,工雀,,下平10左
675,宵,明B宵平,武瀌,,苗,,田苗亦夏獵曰苗又求也眾也禾秀也亦姓風俗通云楚大夫伯棼之後賁皇奔晉食采於苗因而氏焉武瀌切五,,下平10左
675,宵,明B宵平,武瀌,,描,,描畫也又音茅,,下平10左
675,宵,明B宵平,武瀌,,緢,,說文曰旄絲也,,下平10左
675,宵,明B宵平,武瀌,,貓,,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切,,下平10左
675,宵,明B宵平,武瀌,,猫,,俗,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切,下平10左
676,宵,影A宵平,於霄,,要,,俗言要勒說文曰身中也象人要自臼之形今作腰又姓吳人要離之後漢有河南令要兢於霄切又一笑切九,,下平10左
676,宵,影A宵平,於霄,,腰,,見上注亦作𦝫,俗言要勒說文曰身中也象人要自臼之形今作腰又姓吳人要離之後漢有河南令要兢於霄切又一笑切九,下平10左
676,宵,影A宵平,於霄,,葽,,秀葽草也,,下平10左
676,宵,影A宵平,於霄,,喓,,蟲聲,,下平10左
676,宵,影A宵平,於霄,,𧍔,,蛇名,,下平10左
676,宵,影A宵平,於霄,,䙅,,䙅襻,,下平10左
676,宵,影A宵平,於霄,,邀,,邀遮又音梟,,下平10左
676,宵,影A宵平,於霄,,䳩,,鳥名似山鷄而長尾,,下平10左
676,宵,影A宵平,於霄,,蟯,,腹中蟲又如消切,,下平10左
677,宵,云宵平,于嬌,,鴞,,鴟鴞于嬌切二,,下平10左
677,宵,云宵平,于嬌,,𨚙,,鄉名在淯,,下平10左
678,宵,羣B宵平,巨嬌,,喬,,高也說文曰高而曲也又虜姓前代錄云匈奴貴姓喬氏代爲輔相巨嬌切十六,,下平10左
678,宵,羣B宵平,巨嬌,,橋,,水梁也又姓出梁國後漢有太尉橋玄,,下平10左
678,宵,羣B宵平,巨嬌,,趫,,善走又去遙切,,下平10左
678,宵,羣B宵平,巨嬌,,僑,,寄也客也,,下平10左
678,宵,羣B宵平,巨嬌,,㝯,,上同,寄也客也,下平10左
678,宵,羣B宵平,巨嬌,,鐈,,似鼎長足,,下平10左
678,宵,羣B宵平,巨嬌,,鷮,,雉名又音驕,,下平10左
678,宵,羣B宵平,巨嬌,,㠐,嶠,亦作㠐山銳而高又其廟切,,下平10左
678,宵,羣B宵平,巨嬌,,毊,,大磬又虛驕切,,下平10左
678,宵,羣B宵平,巨嬌,,轎,,小車,,下平10左
678,宵,羣B宵平,巨嬌,,嬌,,廣雅云禹妃之名又音驕,,下平10左
678,宵,羣B宵平,巨嬌,,蕎,,蕎麥又音驕,,下平10左
678,宵,羣B宵平,巨嬌,,蟜,,蠪蟜螘也蠪音龍,,下平10左
678,宵,羣B宵平,巨嬌,,蹻,,驕也慢也又巨虐切,,下平10左
678,宵,羣B宵平,巨嬌,,𦒓,䎗,飛皃,,下平10左
678,宵,羣B宵平,巨嬌,,䀉,,盂也,,下平10左
679,宵,清宵平,七遙,,鍫,,臿也亦作𣂁七遙切十,,下平10左
679,宵,清宵平,七遙,,鐰,,上同,臿也亦作𣂁七遙切十,下平10左
679,宵,清宵平,七遙,,篍,,吹竹筩又音秋,,下平10左
679,宵,清宵平,七遙,,幧,,斂髮謂之幧頭亦作幓,,下平10左
679,宵,清宵平,七遙,,㡑,,上同,斂髮謂之幧頭亦作幓,下平10左
679,宵,清宵平,七遙,,𣟼,,生麻,,下平10左
679,宵,清宵平,七遙,,𣖄,,抄飯匙也,,下平10左
680,宵,影B宵平,於喬,,妖,,妖豔也說文作𡝩巧也今從夭餘同於喬切五,,下平11右
680,宵,影B宵平,於喬,,祅,,祅災,,下平11右
680,宵,影B宵平,於喬,,枖,,說文云木盛皃詩云桃之枖枖本亦作夭,,下平11右
680,宵,影B宵平,於喬,,訞,,巧言皃,,下平11右
680,宵,影B宵平,於喬,,夭,,和舒之皃又乙矯切,,下平11右
681,宵,溪A宵平,去遙,,蹻,,舉足高去遙切又其略切六,,下平11右
681,宵,溪A宵平,去遙,,繑,,說文云絝紐也,,下平11右
681,宵,溪A宵平,去遙,,趬,,行輕皃,,下平11右
681,宵,溪A宵平,去遙,,蹺,,揭足,,下平11右
681,宵,溪A宵平,去遙,,䫞,,額大皃又火幺切,,下平11右
681,宵,溪A宵平,去遙,,㚠,,長大皃又火條切,,下平11右
682,宵,昌宵平,尺招,,怊,,奢也尺招切又敕朝切二,,下平11右
682,宵,昌宵平,尺招,,弨,,弓弛皃詩云彤弓弨兮,,下平11右
683,宵,滂A宵平,撫招,,𤐫,,說文曰火飛也周禮注云輕𤐫土地之輕脃也今作票同撫招切二十一,,下平11右
683,宵,滂A宵平,撫招,,漂,,浮也亦作𣿖,,下平11右
683,宵,滂A宵平,撫招,,杓,,北斗柄星,,下平11右
683,宵,滂A宵平,撫招,,𩙒,,𩙒𩙂風吹皃,,下平11右
683,宵,滂A宵平,撫招,,嫖,,身輕便皃,,下平11右
683,宵,滂A宵平,撫招,,旚,,旌旗動皃,,下平11右
683,宵,滂A宵平,撫招,,犥,,牛黃白色也又敷沼切,,下平11右
683,宵,滂A宵平,撫招,,鏢,,刀劒鞘下飾也,,下平11右
683,宵,滂A宵平,撫招,,僄,,輕也又匹妙切,,下平11右
683,宵,滂A宵平,撫招,,𪅃,,鳥飛,,下平11右
683,宵,滂A宵平,撫招,,飄,,飄颻,,下平11右
683,宵,滂A宵平,撫招,,慓,,急也,,下平11右
683,宵,滂A宵平,撫招,,彯,,彯彯長組之皃,,下平11右
683,宵,滂A宵平,撫招,,摽,,字統云擊也,,下平11右
683,宵,滂A宵平,撫招,,𧽤,,說文曰輕行也,,下平11右
683,宵,滂A宵平,撫招,,𨄏,,上同,說文曰輕行也,下平11右
683,宵,滂A宵平,撫招,,翲,,高飛,,下平11右
683,宵,滂A宵平,撫招,,瞟,,瞟睽明視,,下平11右
683,宵,滂A宵平,撫招,,螵,,螵蛸,,下平11右
683,宵,滂A宵平,撫招,,嘌,,疾吹之皃,,下平11右
683,宵,滂A宵平,撫招,,𦠎,,𦠎𦞵腫欲潰也,,下平11右
684,宵,羣A宵平,渠遙,,翹,,舉也懸也危也又鳥尾也渠遙切六,,下平11右
684,宵,羣A宵平,渠遙,,荍,,草名今荊葵也,,下平11右
684,宵,羣A宵平,渠遙,,𧄍,,蓮𧄍草也,,下平11右
684,宵,羣A宵平,渠遙,,嘺,,不知,,下平11右
684,宵,羣A宵平,渠遙,,䎗,,側飛,,下平11右
684,宵,羣A宵平,渠遙,,𤖻,,几也,,下平11右
685,宵,來宵平,力昭,,燎,,庭火也力昭切又力照切二,,下平11右
685,宵,來宵平,力昭,,髎,,髖骨也又音聊,,下平11右
686,宵,溪B宵平,起囂,,趫,,善走又緣木也起囂切又巨憍切四,,下平11右
686,宵,溪B宵平,起囂,,憍,𢄹,絝也,,下平11右
686,宵,溪B宵平,起囂,,橇,,蹋樀行又禹所乘也,,下平11右
686,宵,溪B宵平,起囂,,鞽,,上同,蹋樀行又禹所乘也,下平11右
687,肴,匣肴平,胡茅,,肴,,骨體也又葅也凡非穀而食曰肴亦啖也胡茅切十九,,下平11右
687,肴,匣肴平,胡茅,,餚,,上同,骨體也又葅也凡非穀而食曰肴亦啖也胡茅切十九,下平11右
687,肴,匣肴平,胡茅,,崤,,崤函山名在弘農,,下平11右
687,肴,匣肴平,胡茅,,𦺔,,茅根,,下平11右
687,肴,匣肴平,胡茅,,殽,,溷殽雜也和也亂也,,下平11右
687,肴,匣肴平,胡茅,,洨,,水名出常山又縣名在沛郡,,下平11右
687,肴,匣肴平,胡茅,,筊,,竹索,,下平11右
687,肴,匣肴平,胡茅,,姣,,姣婬,,下平11右
687,肴,匣肴平,胡茅,,猇,,虎聲又縣名在濟南又直支切,,下平11右
687,肴,匣肴平,胡茅,,㮁,,㮁桃梔子,,下平11右
687,肴,匣肴平,胡茅,,爻,,易卦六爻,,下平11右
687,肴,匣肴平,胡茅,,淆,,混淆濁水,,下平11左
687,肴,匣肴平,胡茅,,笅,,小簫一十六管,,下平11左
687,肴,匣肴平,胡茅,,㬵,,字書云胶聲也,,下平11左
687,肴,匣肴平,胡茅,,𨠦,,沽也,,下平11左
687,肴,匣肴平,胡茅,,䋂,,黃色,,下平11左
687,肴,匣肴平,胡茅,,倄,,痛聲,,下平11左
687,肴,匣肴平,胡茅,,㤊,,快也,,下平11左
687,肴,匣肴平,胡茅,,䂚,,石名,,下平11左
688,肴,見肴平,古肴,,交,,戾也共也合也領也古肴切二十二,,下平11左
688,肴,見肴平,古肴,,蛟,,龍屬漢書曰武帝元封五年自於尋陽浮江親射蛟江中獲之,,下平11左
688,肴,見肴平,古肴,,茭,,說文曰乾芻也又爾雅曰茭牛蘄郭璞云今馬蘄葉細銳似芹亦可食,,下平11左
688,肴,見肴平,古肴,,鵁,,鵁鶄鳥,,下平11左
688,肴,見肴平,古肴,,膠,,膠漆亦太學也又姓史記紂臣膠鬲,,下平11左
688,肴,見肴平,古肴,,鮫,,魚名皮有文可飾刀,,下平11左
688,肴,見肴平,古肴,,咬,,鳥聲,,下平11左
688,肴,見肴平,古肴,,郊,,邑外曰郊,,下平11左
688,肴,見肴平,古肴,,䍊,,樂器以土爲之雙相黏爲䍊也,,下平11左
688,肴,見肴平,古肴,,轇,,轇轕戟形,,下平11左
688,肴,見肴平,古肴,,㶀,,㶀㵧水皃,,下平11左
688,肴,見肴平,古肴,,䢒,,說文會也,,下平11左
688,肴,見肴平,古肴,,敎,教,效也又古孝切,,下平11左
688,肴,見肴平,古肴,,䉰,,竹圍索名,,下平11左
688,肴,見肴平,古肴,,𥹜,,𥹜𥺝米餅,,下平11左
688,肴,見肴平,古肴,,摎,,束也撓也又音留,,下平11左
688,肴,見肴平,古肴,,鉸,,鉸刀又古卯切,,下平11左
688,肴,見肴平,古肴,,佼,,交也又古卯切,,下平11左
688,肴,見肴平,古肴,,芁,𦫶,秦𦫶藥名,,下平11左
688,肴,見肴平,古肴,,詨,,誇語也又音哮,,下平11左
688,肴,見肴平,古肴,,嘐,,詩云雞鳴嘐嘐,,下平11左
688,肴,見肴平,古肴,,𩎔,,囊也,,下平11左
689,肴,崇肴平,鉏交,,巢,,說文曰鳥在木上曰巢在穴曰窠爾雅曰大笙謂之巢又縣名在廬江亦姓有巢氏之後左傳楚有巢牛臣鉏交切八,,下平11左
689,肴,崇肴平,鉏交,,轈,,兵車高若巢以望敵也,,下平11左
